protein_name,dengue
QTX92875.1,dengue virus type 1
XUM16020.1,dengue virus type 1
ACS31913.1,dengue virus type 1
XPF59561.1,dengue virus type 1
XPF60192.1,dengue virus type 1
XPF60252.1,dengue virus type 1
XTK91201.1,dengue virus type 1
QHD26476.1,dengue virus type 1
XPF60106.1,dengue virus type 1
XRA05739.1,dengue virus type 1
WJJ08426.1,dengue virus type 1
QCZ24998.1,dengue virus type 1
AKL81157.1,dengue virus type 1
XPF59844.1,dengue virus type 1
QMW69333.1,dengue virus type 1
ANS59162.1,dengue virus type 1
XUM16012.1,dengue virus type 1
WJZ47103.1,dengue virus type 1
WVN40289.1,dengue virus type 1
QFS19215.1,dengue virus type 1
AGN94869.1,dengue virus type 1
QZZ17724.1,dengue virus type 1
QTX92800.1,dengue virus type 1
WHS26889.1,dengue virus type 1
AEF01519.1,dengue virus type 1
AEV54600.1,dengue virus type 1
QMW69359.1,dengue virus type 1
AEF01500.1,dengue virus type 1
WHS04849.1,dengue virus type 1
UAV34202.1,dengue virus type 1
WVN40536.1,dengue virus type 1
WEG68662.1,dengue virus type 1
XPF59759.1,dengue virus type 1
ACS31978.1,dengue virus type 1
QRC48243.1,dengue virus type 1
WKC20883.1,dengue virus type 1
WJZ47044.1,dengue virus type 1
QTX92815.1,dengue virus type 1
QRA18136.1,dengue virus type 1
XOE78674.1,dengue virus type 1
ACY70687.1,dengue virus type 1
ACY70695.1,dengue virus type 1
URK26055.1,dengue virus type 1
QIC53505.1,dengue virus type 1
QHD26360.1,dengue virus type 1
XUH89041.1,dengue virus type 1
XEC79651.1,dengue virus type 1
QUD37231.1,dengue virus type 1
WKC20880.1,dengue virus type 1
QTX92714.1,dengue virus type 1
WYF20575.1,dengue virus type 1
ACQ44333.1,dengue virus type 1
WHS27004.1,dengue virus type 1
ACH61765.1,dengue virus type 1
AXB26597.1,dengue virus type 1
WHS04830.1,dengue virus type 1
WJJ08437.1,dengue virus type 1
QTX92475.1,dengue virus type 1
AQV12305.1,dengue virus type 1
AAO20974.1,dengue virus type 1
QOU99792.1,dengue virus type 1
WYF20565.1,dengue virus type 1
ACA48985.1,dengue virus type 1
WJZ47060.1,dengue virus type 1
AEX65548.1,dengue virus type 1
WKC20916.1,dengue virus type 1
ACW82995.1,dengue virus type 1
WJZ47019.1,dengue virus type 1
WJZ46818.1,dengue virus type 1
ADA60792.1,dengue virus type 1
QOU99787.1,dengue virus type 1
XPF60023.1,dengue virus type 1
QTX92546.1,dengue virus type 1
XPF59539.1,dengue virus type 1
WKC20864.1,dengue virus type 1
ACL99008.1,dengue virus type 1
YBK92790.1,dengue virus type 1
XPF60068.1,dengue virus type 1
WMS77798.1,dengue virus type 1
AQV12324.1,dengue virus type 1
ACL99022.1,dengue virus type 1
WGD00793.1,dengue virus type 1
AEK32179.1,dengue virus type 1
XPF59942.1,dengue virus type 1
YBQ70486.1,dengue virus type 1
ACJ04282.1,dengue virus type 1
AQV12331.1,dengue virus type 1
XQT73512.1,dengue virus type 1
QFS19229.1,dengue virus type 1
ACH61763.1,dengue virus type 1
ACQ44372.1,dengue virus type 1
WVN40365.1,dengue virus type 1
WHS04869.1,dengue virus type 1
WHS04864.1,dengue virus type 1
XPF59899.1,dengue virus type 1
XLZ96966.1,dengue virus type 1
AKQ00014.1,dengue virus type 1
WJJ08468.1,dengue virus type 1
USS98705.1,dengue virus type 1
XLZ96980.1,dengue virus type 1
AJQ21325.2,dengue virus type 1
WCZ55222.1,dengue virus type 1
AFD28518.1,dengue virus type 1
WVH32848.1,dengue virus type 1
UPY82055.1,dengue virus type 1
ACA48708.1,dengue virus type 1
QFS19146.1,dengue virus type 1
AKL81164.1,dengue virus type 1
QHD26364.1,dengue virus type 1
BBB18815.1,dengue virus type 1
AQV12176.1,dengue virus type 1
QNL13542.1,dengue virus type 1
WJJ08429.1,dengue virus type 1
URK26126.1,dengue virus type 1
WVH32826.1,dengue virus type 1
QCZ24987.1,dengue virus type 1
WGD00790.1,dengue virus type 1
WJJ08484.1,dengue virus type 1
XQH47506.1,dengue virus type 1
WJZ46837.1,dengue virus type 1
QPD98793.1,dengue virus type 1
QTE20473.1,dengue virus type 1
ACS31956.1,dengue virus type 1
XRP78499.1,dengue virus type 1
YBG70305.1,dengue virus type 1
ACB87144.1,dengue virus type 1
ACA48776.1,dengue virus type 1
ACY70607.1,dengue virus type 1
XYW46903.1,dengue virus type 1
BBG31501.1,dengue virus type 1
AQV12264.1,dengue virus type 1
WHS26978.1,dengue virus type 1
WVN40286.1,dengue virus type 1
XRY74899.1,dengue virus type 1
ACD13323.1,dengue virus type 1
QTX92697.1,dengue virus type 1
WJZ47183.1,dengue virus type 1
WVN40402.1,dengue virus type 1
WAU46403.1,dengue virus type 1
AYN74343.1,dengue virus type 1
WMS77824.1,dengue virus type 1
ADI80628.1,dengue virus type 1
YDE65163.1,dengue virus type 3
QCZ25004.1,dengue virus type 1
XPF59497.1,dengue virus type 1
WHS26920.1,dengue virus type 1
WJZ47105.1,dengue virus type 1
XPF59940.1,dengue virus type 1
YBP09168.1,dengue virus type 1
WVN40534.1,dengue virus type 1
WJZ47067.1,dengue virus type 1
UPY81993.1,dengue virus type 1
QGQ59492.1,dengue virus type 1
QTX92856.1,dengue virus type 1
ADI80642.1,dengue virus type 1
QIC53516.1,dengue virus type 1
YBP09162.1,dengue virus type 1
AHI43724.1,dengue virus type 1
AEB98755.1,dengue virus type 1
URK21474.1,dengue virus type 1
ACQ44469.1,dengue virus type 1
WHS26825.1,dengue virus type 1
QTX92696.1,dengue virus type 1
XXL24454.1,dengue virus type 1
QTX92852.1,dengue virus type 1
ACH61734.1,dengue virus type 1
WKC20937.1,dengue virus type 1
WJZ47057.1,dengue virus type 1
WVN40306.1,dengue virus type 1
WMS77813.1,dengue virus type 1
XLZ97004.1,dengue virus type 1
WHS04898.1,dengue virus type 1
WVN40419.1,dengue virus type 1
XPF60008.1,dengue virus type 1
UPY81983.1,dengue virus type 1
AKL81171.1,dengue virus type 1
WJJ08384.1,dengue virus type 1
ACA49058.1,dengue virus type 1
XPF59501.1,dengue virus type 1
UPY82059.1,dengue virus type 1
AOG15606.1,dengue virus type 1
ACD13336.1,dengue virus type 1
AQV12172.1,dengue virus type 1
QTE20457.1,dengue virus type 1
XPF60276.1,dengue virus type 1
XPF59585.1,dengue virus type 1
QTX92634.1,dengue virus type 1
WJZ47072.1,dengue virus type 1
QTX92740.1,dengue virus type 1
ACW82998.1,dengue virus type 1
URK26067.1,dengue virus type 1
ACD13379.1,dengue virus type 1
WPF59418.1,dengue virus type 1
WHS26935.1,dengue virus type 1
AQV12135.1,dengue virus type 1
AYP74686.1,dengue virus type 1
WME20537.1,dengue virus type 1
XPF59660.1,dengue virus type 1
AET43248.1,dengue virus type 1
UPY82004.1,dengue virus type 1
WKC20872.1,dengue virus type 1
ACY70678.1,dengue virus type 1
ACL99181.1,dengue virus type 1
ACI15862.1,dengue virus type 1
WJZ47223.1,dengue virus type 1
QTX92533.1,dengue virus type 1
AWV55241.1,dengue virus type 1
ABW82111.1,dengue virus type 1
XPF59617.1,dengue virus type 1
XPF60281.1,dengue virus type 1
WJZ47170.1,dengue virus type 1
AEA50930.1,dengue virus type 1
WEF85062.1,dengue virus type 1
QMT58601.1,dengue virus type 1
WJZ47142.1,dengue virus type 1
XLZ97067.1,dengue virus type 1
XLZ97005.1,dengue virus type 1
WHS04889.1,dengue virus type 1
AQV12206.1,dengue virus type 1
WKC20821.1,dengue virus type 1
AWV55205.1,dengue virus type 1
WJZ47283.1,dengue virus type 1
XPF59614.1,dengue virus type 1
YBP09175.1,dengue virus type 1
UPY81991.1,dengue virus type 1
WJZ47199.1,dengue virus type 1
WCZ55316.2,dengue virus type 1
URK26082.1,dengue virus type 1
QTX92592.1,dengue virus type 1
AEZ00067.1,dengue virus type 1
WEG86515.1,dengue virus type 1
UMO60369.1,dengue virus type 1
WDZ68199.1,dengue virus type 1
AGN94879.1,dengue virus type 1
QFS19230.1,dengue virus type 1
ANS59158.1,dengue virus type 1
ACH61730.1,dengue virus type 1
WVN40378.1,dengue virus type 1
AQV12312.1,dengue virus type 1
ACO06161.1,dengue virus type 1
XQT73534.1,dengue virus type 1
XGZ23343.1,dengue virus type 1
ACL99203.1,dengue virus type 1
XIF04104.1,dengue virus type 1
QTX92478.1,dengue virus type 1
AAW64436.1,dengue virus type 1
XQT73522.1,dengue virus type 1
XLZ97068.1,dengue virus type 1
WMM36218.1,dengue virus type 1
WJZ46812.1,dengue virus type 1
QTX92518.1,dengue virus type 1
ACJ04295.1,dengue virus type 1
UPY82022.1,dengue virus type 1
WPD48695.1,dengue virus type 1
ARO78347.1,dengue virus type 1
WKC20868.1,dengue virus type 1
UZW44018.1,dengue virus type 1
QHZ01384.1,dengue virus type 1
XPF60083.1,dengue virus type 1
AGN94877.1,dengue virus type 1
WJZ47181.1,dengue virus type 1
XLZ96941.1,dengue virus type 1
QHD26353.1,dengue virus type 1
XHB72396.1,dengue virus type 1
WOX58772.1,dengue virus type 1
QTX92680.1,dengue virus type 1
WJZ46957.1,dengue virus type 1
URK26097.1,dengue virus type 1
QTX92532.1,dengue virus type 1
AKL81178.1,dengue virus type 1
UAV34190.1,dengue virus type 1
WVH32833.1,dengue virus type 1
WVN40547.1,dengue virus type 1
XPF60198.1,dengue virus type 1
AEF01506.1,dengue virus type 1
UNZ79627.1,dengue virus type 1
UNZ79641.1,dengue virus type 1
QHF19283.1,dengue virus type 1
QUD37218.1,dengue virus type 1
XPF59846.1,dengue virus type 1
WPV88498.1,dengue virus type 1
WHS04852.1,dengue virus type 1
AYU75103.1,dengue virus type 1
XPF60145.1,dengue virus type 1
AQV12209.1,dengue virus type 1
AXS75987.1,dengue virus type 1
QUU16675.1,dengue virus type 1
QFS19196.1,dengue virus type 1
AFD28509.1,dengue virus type 1
ACJ04304.1,dengue virus type 1
QIC53479.1,dengue virus type 1
WJZ46927.1,dengue virus type 1
AYP74674.1,dengue virus type 1
XPF59930.1,dengue virus type 1
XLZ96986.1,dengue virus type 1
XPF59469.1,dengue virus type 1
XLZ96953.1,dengue virus type 1
WGM54784.1,dengue virus type 1
XLZ97025.1,dengue virus type 1
QNL13526.1,dengue virus type 1
XPF59562.1,dengue virus type 1
AOG15609.1,dengue virus type 1
ACA49080.1,dengue virus type 1
APW49448.1,dengue virus type 1
WCZ55179.2,dengue virus type 1
YBK92787.1,dengue virus type 1
QTX92698.1,dengue virus type 1
WKC20939.1,dengue virus type 1
WJZ46950.1,dengue virus type 1
WJZ46933.1,dengue virus type 1
QIC53508.1,dengue virus type 1
AQV12366.1,dengue virus type 1
XOE78680.1,dengue virus type 1
WHS26842.1,dengue virus type 1
WKC20791.1,dengue virus type 1
ACS31989.1,dengue virus type 1
WHS26898.1,dengue virus type 1
AYP74682.1,dengue virus type 1
WJZ47108.1,dengue virus type 1
ACS31974.1,dengue virus type 1
UIZ00644.1,dengue virus type 1
XIF04109.1,dengue virus type 1
XPF60217.1,dengue virus type 1
XPF60080.1,dengue virus type 1
YBQ70472.1,dengue virus type 1
ACJ04297.1,dengue virus type 1
ACY70573.1,dengue virus type 1
WJZ46961.1,dengue virus type 1
WVN40414.1,dengue virus type 1
WJZ46967.1,dengue virus type 1
AYP74691.1,dengue virus type 1
XRA05738.1,dengue virus type 1
QMW69324.1,dengue virus type 1
AFD28494.1,dengue virus type 1
WKC20942.1,dengue virus type 1
QFS19152.1,dengue virus type 1
ACY70724.1,dengue virus type 1
AEF01513.1,dengue virus type 1
WRW12838.1,dengue virus type 1
AEF01548.1,dengue virus type 1
ACL99069.1,dengue virus type 3
XPF59609.1,dengue virus type 1
AAW64438.1,dengue virus type 1
XQH47496.1,dengue virus type 1
WJZ47115.1,dengue virus type 1
WJZ47244.1,dengue virus type 1
WJZ47104.1,dengue virus type 1
QIC53458.1,dengue virus type 1
WHS26951.1,dengue virus type 1
QTX92577.1,dengue virus type 1
QHR82514.1,dengue virus type 1
ACQ44427.1,dengue virus type 1
WVN40393.1,dengue virus type 1
QUU16671.1,dengue virus type 1
UVN42093.1,dengue virus type 1
ACN42679.1,dengue virus type 1
XPF59991.1,dengue virus type 1
WJZ47026.1,dengue virus type 1
WVN40387.1,dengue virus type 1
WHS04884.1,dengue virus type 1
ACI15883.1,dengue virus type 1
WEX91843.1,dengue virus type 1
QTX92802.1,dengue virus type 1
AQV12214.1,dengue virus type 1
AFY10029.1,dengue virus type 1
ACJ04248.1,dengue virus type 1
WVN40296.1,dengue virus type 1
XHB72377.1,dengue virus type 1
WJZ47099.1,dengue virus type 1
ACS31925.1,dengue virus type 1
ACY70636.1,dengue virus type 1
WJZ46991.1,dengue virus type 1
WMM36217.1,dengue virus type 1
XPF60092.1,dengue virus type 1
QTE20481.1,dengue virus type 1
AQV12219.1,dengue virus type 1
QNL13534.1,dengue virus type 1
WHS04893.1,dengue virus type 1
ACQ44456.1,dengue virus type 1
XLZ97001.1,dengue virus type 1
WVH32834.1,dengue virus type 1
QTX92485.1,dengue virus type 1
WJZ46852.1,dengue virus type 1
YBG70310.1,dengue virus type 1
WHS04854.1,dengue virus type 1
QTX92840.1,dengue virus type 1
AQV12328.1,dengue virus type 1
WJZ46798.1,dengue virus type 1
QCZ24984.1,dengue virus type 1
WMM36215.1,dengue virus type 1
WEG68658.1,dengue virus type 1
YBQ70455.1,dengue virus type 1
XPF60134.1,dengue virus type 1
XPF59804.1,dengue virus type 1
XPF59972.1,dengue virus type 1
YBP09180.1,dengue virus type 1
XPF60286.1,dengue virus type 1
URK26080.1,dengue virus type 1
QBK46932.1,dengue virus type 1
ACW82963.1,dengue virus type 1
WME20532.1,dengue virus type 1
ABW82086.1,dengue virus type 1
QIC53543.1,dengue virus type 1
UKU10225.1,dengue virus type 1
WWZ43991.1,dengue virus type 1
XXH95379.1,dengue virus type 1
WCZ55216.1,dengue virus type 1
XLZ96991.1,dengue virus type 1
AKL81167.1,dengue virus type 1
QNL13552.1,dengue virus type 1
QMW69351.1,dengue virus type 1
YBQ70474.1,dengue virus type 1
YAE67944.1,dengue virus type 1
WJZ46795.1,dengue virus type 1
QMW69346.1,dengue virus type 1
WVN40367.1,dengue virus type 1
WCZ55234.2,dengue virus type 1
XIF04089.1,dengue virus type 1
XPF60017.1,dengue virus type 1
AIN75463.1,dengue virus type 1
ACH61770.1,dengue virus type 1
YBP09193.1,dengue virus type 1
XPF59931.1,dengue virus type 1
WPV88499.1,dengue virus type 1
WJZ47042.1,dengue virus type 1
WHS26918.1,dengue virus type 1
ACL99184.1,dengue virus type 1
AKF17158.1,dengue virus type 1
ACQ44421.1,dengue virus type 1
ACB87145.1,dengue virus type 1
QTX92829.1,dengue virus type 1
XHB72374.1,dengue virus type 1
WJZ46826.1,dengue virus type 1
WKC20936.1,dengue virus type 1
XPF59974.1,dengue virus type 1
WJZ47117.1,dengue virus type 1
WJZ46946.1,dengue virus type 1
WJZ47106.1,dengue virus type 1
UAV34183.1,dengue virus type 1
WHS26923.1,dengue virus type 1
QTX92687.1,dengue virus type 1
ACY70728.1,dengue virus type 1
QCZ24997.1,dengue virus type 1
ACQ44458.1,dengue virus type 1
ACL99101.1,dengue virus type 1
XPF59733.1,dengue virus type 1
ACA48754.1,dengue virus type 1
WKC20837.1,dengue virus type 1
AQV12295.1,dengue virus type 1
XPF60058.1,dengue virus type 1
ACL99100.1,dengue virus type 1
QTX92450.1,dengue virus type 1
QNJ99447.1,dengue virus type 1
QTE20452.1,dengue virus type 1
WHS26996.1,dengue virus type 1
AAQ19667.2,dengue virus type 1
QTX92868.1,dengue virus type 1
XLZ97053.1,dengue virus type 1
ACJ04296.1,dengue virus type 1
QTE20462.1,dengue virus type 1
QPD98784.1,dengue virus type 1
QHD26385.1,dengue virus type 1
XPF59934.1,dengue virus type 1
XQT73530.1,dengue virus type 1
XPF60242.1,dengue virus type 1
YAB37908.1,dengue virus type 1
QTX92619.1,dengue virus type 1
XPF59508.1,dengue virus type 1
ACL99071.1,dengue virus type 3
WCZ55276.2,dengue virus type 1
AFD28493.1,dengue virus type 1
WJZ47096.1,dengue virus type 1
WFP46122.1,dengue virus type 1
QTX92526.1,dengue virus type 1
WLD15645.1,dengue virus type 1
QDG00687.1,dengue virus type 1
AKL81153.1,dengue virus type 1
XPF59891.1,dengue virus type 1
QHD26395.1,dengue virus type 1
QIC53480.1,dengue virus type 1
WKC20891.1,dengue virus type 1
AYP74664.1,dengue virus type 1
WCZ55176.2,dengue virus type 1
QBK46929.1,dengue virus type 1
QHD26359.1,dengue virus type 1
QZE60590.1,dengue virus type 1
AQV12207.1,dengue virus type 1
XPF59960.1,dengue virus type 1
XPF60111.1,dengue virus type 1
ACQ44522.1,dengue virus type 1
QHD26372.1,dengue virus type 1
QTX92457.1,dengue virus type 1
XPF59794.1,dengue virus type 1
AAW64439.1,dengue virus type 1
AUZ41797.1,dengue virus type 1
XPF60136.1,dengue virus type 1
AFD28525.1,dengue virus type 1
WJZ46815.1,dengue virus type 1
XPF60261.1,dengue virus type 1
QIC53496.1,dengue virus type 1
ACO06206.1,dengue virus type 1
ARM59243.1,dengue virus type 1
AKL81175.1,dengue virus type 1
QHD26369.1,dengue virus type 1
WZC42117.1,dengue virus type 1
ACY70712.1,dengue virus type 1
XPF59905.1,dengue virus type 1
WAU46401.1,dengue virus type 1
AQV12236.1,dengue virus type 1
XLZ97015.1,dengue virus type 1
ADA60787.1,dengue virus type 1
URK26085.1,dengue virus type 1
YBQ70450.1,dengue virus type 1
XPF60115.1,dengue virus type 1
ADI80651.1,dengue virus type 1
QTX92741.1,dengue virus type 1
WJJ08469.1,dengue virus type 1
ADA60793.1,dengue virus type 1
UUG60960.1,dengue virus type 1
AFZ40115.1,dengue virus type 1
WJZ47271.1,dengue virus type 1
AQV12258.1,dengue virus type 1
ADA60771.1,dengue virus type 1
WCZ55268.1,dengue virus type 1
WZC42120.1,dengue virus type 1
XPF59853.1,dengue virus type 1
QTX92835.1,dengue virus type 1
AYP74669.1,dengue virus type 1
WCZ55270.2,dengue virus type 1
QPZ88412.1,dengue virus type 1
WMM36231.1,dengue virus type 1
AUZ41788.1,dengue virus type 1
UAV34173.1,dengue virus type 1
QTX92466.1,dengue virus type 1
XPF59834.1,dengue virus type 1
QHD26375.1,dengue virus type 1
WJZ47088.1,dengue virus type 1
WEF85064.1,dengue virus type 1
ADI80627.1,dengue virus type 1
ABW82083.1,dengue virus type 1
QUU16662.1,dengue virus type 1
WCZ55282.2,dengue virus type 1
XQT73500.1,dengue virus type 1
YAJ45095.1,dengue virus type 1
AQV12247.1,dengue virus type 1
XPF59529.1,dengue virus type 1
XCI54573.1,dengue virus type 1
XPF59612.1,dengue virus type 1
XPF60050.1,dengue virus type 1
XLZ96956.1,dengue virus type 1
WVN40586.1,dengue virus type 1
WNX97890.1,dengue virus type 1
AQV12279.1,dengue virus type 1
XPF59875.1,dengue virus type 1
QRC48242.1,dengue virus type 1
AFD28487.1,dengue virus type 1
AIE17473.1,dengue virus type 1
ACA48782.1,dengue virus type 1
XPF59966.1,dengue virus type 1
WJD59970.1,dengue virus type 1
URK26112.1,dengue virus type 1
AFD28520.1,dengue virus type 1
XPF59704.1,dengue virus type 1
QFS19148.1,dengue virus type 1
XUM16011.1,dengue virus type 1
QIS48854.1,dengue virus type 1
WJZ46851.1,dengue virus type 1
UEK34806.1,dengue virus type 1
YBU65591.1,dengue virus type 1
WCZ55289.2,dengue virus type 1
UPY82033.1,dengue virus type 1
ACS31967.1,dengue virus type 1
WHS26885.1,dengue virus type 1
ANJ60722.1,dengue virus type 1
QNL13516.1,dengue virus type 1
WCZ55308.2,dengue virus type 1
WDZ68197.1,dengue virus type 1
XPF60059.1,dengue virus type 1
XQT73486.1,dengue virus type 1
AHX34897.1,dengue virus type 1
QHD26428.1,dengue virus type 1
WJZ47131.1,dengue virus type 1
XPF59726.1,dengue virus type 1
WEG68664.1,dengue virus type 1
AKQ00039.1,dengue virus type 1
WMS77840.1,dengue virus type 1
ACW82966.1,dengue virus type 1
ACL99129.1,dengue virus type 1
QHD26438.1,dengue virus type 1
WCZ55201.1,dengue virus type 1
WJJ08370.1,dengue virus type 1
UPY82046.1,dengue virus type 1
XCB13500.1,dengue virus type 1
AHI43711.1,dengue virus type 1
WJZ47036.1,dengue virus type 1
XPF59679.1,dengue virus type 1
WJZ46789.1,dengue virus type 1
UPY81999.1,dengue virus type 1
ACA48806.1,dengue virus type 1
WVN40406.1,dengue virus type 1
QIC53470.1,dengue virus type 1
XPF60220.1,dengue virus type 1
QFS19553.1,dengue virus type 1
WJZ47152.1,dengue virus type 1
WVN40497.1,dengue virus type 1
ACA48748.1,dengue virus type 1
UUG60966.1,dengue virus type 1
WJZ47179.1,dengue virus type 1
WJZ46945.1,dengue virus type 1
WMS77800.1,dengue virus type 1
AWV55222.1,dengue virus type 1
QFS19210.1,dengue virus type 1
QFS19203.1,dengue virus type 1
QTX92607.1,dengue virus type 1
UPY82026.1,dengue virus type 1
WVN40339.1,dengue virus type 1
ALP06121.1,dengue virus type 1
AHI43744.1,dengue virus type 1
WVN40643.1,dengue virus type 1
XPF59544.1,dengue virus type 1
QTX92801.1,dengue virus type 1
YBP09166.1,dengue virus type 1
WRW12845.1,dengue virus type 1
WKC20922.1,dengue virus type 1
QIC53494.1,dengue virus type 1
ACA48794.1,dengue virus type 1
ACL99030.1,dengue virus type 1
QTX92866.1,dengue virus type 1
AEX65547.1,dengue virus type 1
UEK35279.1,dengue virus type 1
WPF59417.1,dengue virus type 1
WVN40552.1,dengue virus type 1
WJZ47277.1,dengue virus type 1
WJZ46958.1,dengue virus type 1
QTX92548.1,dengue virus type 1
XYW46894.1,dengue virus type 1
AQV12300.1,dengue virus type 1
XPF59487.1,dengue virus type 1
QHD26386.1,dengue virus type 1
WJJ08372.1,dengue virus type 1
ACY70641.1,dengue virus type 1
WLD15559.1,dengue virus type 1
QFS19188.1,dengue virus type 1
QTX92603.1,dengue virus type 1
QTX92702.1,dengue virus type 1
ACL99049.1,dengue virus type 3
XPF59928.1,dengue virus type 1
QCZ24989.1,dengue virus type 1
ACY70593.1,dengue virus type 1
WRW12866.1,dengue virus type 1
XPF60179.1,dengue virus type 1
XLX38318.1,dengue virus type 1
XOF14206.1,dengue virus type 1
WJJ08496.1,dengue virus type 1
WJZ47112.1,dengue virus type 1
WHS04858.1,dengue virus type 1
WVN40582.1,dengue virus type 1
QTX92581.1,dengue virus type 1
WJZ46813.1,dengue virus type 1
YBQ70446.1,dengue virus type 1
ACJ04247.1,dengue virus type 1
ACH99681.1,dengue virus type 1
ACY70709.1,dengue virus type 1
XPF60277.1,dengue virus type 1
AEF57555.1,dengue virus type 1
WKC20815.1,dengue virus type 1
QTX92566.1,dengue virus type 1
APW49452.1,dengue virus type 1
XIF04092.1,dengue virus type 1
QHD26423.1,dengue virus type 1
XLZ96993.1,dengue virus type 1
AXB26595.1,dengue virus type 1
WEG86500.1,dengue virus type 1
ACY70589.1,dengue virus type 1
ACQ44373.1,dengue virus type 1
XPF60257.1,dengue virus type 1
XPF59763.1,dengue virus type 1
AEX65545.1,dengue virus type 1
QTX92771.1,dengue virus type 1
ADI80634.1,dengue virus type 1
WCZ55174.1,dengue virus type 1
AAQ19660.2,dengue virus type 1
XPF59752.1,dengue virus type 1
AQV12330.1,dengue virus type 1
XPF60256.1,dengue virus type 1
WLD15553.1,dengue virus type 1
AUN35115.1,dengue virus type 1
WRW12828.1,dengue virus type 1
AQV12184.1,dengue virus type 1
QIB99387.1,dengue virus type 1
URK26118.1,dengue virus type 1
ACN54383.1,dengue virus type 1
WHS26986.1,dengue virus type 1
UPY82017.1,dengue virus type 1
QTX92434.1,dengue virus type 1
XPF59601.1,dengue virus type 1
WYF20566.1,dengue virus type 1
XER78281.1,dengue virus type 1
ACY70644.1,dengue virus type 1
WFP46133.1,dengue virus type 1
YBK89158.1,dengue virus type 1
WYF20657.1,dengue virus type 1
QTX92556.1,dengue virus type 1
QHD26379.1,dengue virus type 1
AYP74678.1,dengue virus type 1
XPF59754.1,dengue virus type 1
QPD98776.1,dengue virus type 1
AHX42644.1,dengue virus type 1
XPF59810.1,dengue virus type 1
QFS19178.1,dengue virus type 1
WJZ47287.1,dengue virus type 1
WHS04899.1,dengue virus type 1
AHC98434.1,dengue virus type 1
ADI80630.1,dengue virus type 1
XPF59618.1,dengue virus type 1
QTX92468.1,dengue virus type 1
AET43243.1,dengue virus type 1
WJZ46802.1,dengue virus type 1
QXX05305.1,dengue virus type 1
WMS77799.1,dengue virus type 1
ACY70617.1,dengue virus type 1
XPF59572.1,dengue virus type 1
ACA48796.1,dengue virus type 1
XPF59490.1,dengue virus type 1
QZE60592.1,dengue virus type 1
WJZ47118.1,dengue virus type 1
XTK91197.1,dengue virus type 1
WCD38810.1,dengue virus type 1
WCZ55233.1,dengue virus type 1
QTX92629.1,dengue virus type 1
WKC20830.1,dengue virus type 1
XPF59800.1,dengue virus type 1
AHX42641.1,dengue virus type 1
ALI16133.1,dengue virus type 1
QPD98778.1,dengue virus type 1
AQV12261.1,dengue virus type 1
YBP09195.1,dengue virus type 1
QDG00667.1,dengue virus type 1
AQV12370.1,dengue virus type 1
ACQ44443.1,dengue virus type 1
WJZ47091.1,dengue virus type 1
ACY70647.1,dengue virus type 1
XPF59749.1,dengue virus type 1
WVN40514.1,dengue virus type 1
WLD15621.1,dengue virus type 1
ACL99093.1,dengue virus type 1
WJZ47040.1,dengue virus type 1
AKL81149.1,dengue virus type 1
ACW82943.1,dengue virus type 1
WJZ47174.1,dengue virus type 1
WMY87876.1,dengue virus type 1
WVN40488.1,dengue virus type 1
ADA60767.1,dengue virus type 1
AWV55200.1,dengue virus type 1
WJZ46905.1,dengue virus type 1
QTX92415.1,dengue virus type 1
WJZ47063.1,dengue virus type 1
QTX92596.1,dengue virus type 1
XLZ97017.1,dengue virus type 1
QTX92618.1,dengue virus type 1
WFP46138.1,dengue virus type 1
UPY82020.1,dengue virus type 1
XRY74907.1,dengue virus type 1
ACQ44368.1,dengue virus type 1
AQV12228.1,dengue virus type 1
ACW82939.1,dengue virus type 1
WJZ46906.1,dengue virus type 1
QHE24273.1,dengue virus type 1
XPF59983.1,dengue virus type 1
WET62303.1,dengue virus type 1
WHS26814.1,dengue virus type 1
WJZ47238.1,dengue virus type 1
ACE63540.1,dengue virus type 1
WHM53235.1,dengue virus type 1
XPF59954.1,dengue virus type 1
XPF60040.1,dengue virus type 1
UPY82025.1,dengue virus type 1
QTX92516.1,dengue virus type 1
WVN40309.1,dengue virus type 1
AKL81134.1,dengue virus type 1
QDG00652.1,dengue virus type 1
XPF59886.1,dengue virus type 1
AQV12139.1,dengue virus type 1
ACQ44413.1,dengue virus type 1
ACD13360.1,dengue virus type 1
URK26062.1,dengue virus type 1
QIS48852.1,dengue virus type 1
XPF60082.1,dengue virus type 1
QDG00692.1,dengue virus type 1
QTX92504.1,dengue virus type 1
ACA48974.1,dengue virus type 1
YBQ70432.1,dengue virus type 1
QTX92616.1,dengue virus type 1
ACJ04254.1,dengue virus type 1
WKC20863.1,dengue virus type 1
ACO06148.1,dengue virus type 1
ACH99650.1,dengue virus type 1
AQV12202.1,dengue virus type 1
XPF60194.1,dengue virus type 1
ANS59160.1,dengue virus type 1
ABW82065.1,dengue virus type 1
WYF20576.1,dengue virus type 1
QTX92744.1,dengue virus type 1
WZC42121.1,dengue virus type 1
AGN94866.1,dengue virus type 1
UDI89629.1,dengue virus type 1
QMT58611.1,dengue virus type 1
QTX92509.1,dengue virus type 1
XRY74894.1,dengue virus type 1
XLZ96963.1,dengue virus type 1
XQH47505.1,dengue virus type 1
ACA48777.1,dengue virus type 1
AYP74672.1,dengue virus type 1
XPF60154.1,dengue virus type 1
